,Sex,Age,Height,Weight,Season,Sport,Medal
13656,M,34.0,175.0,70.0,Summer,Shooting,
13657,M,34.0,175.0,70.0,Summer,Shooting,
13658,M,,,,Summer,Water Polo,
13659,M,,,,Summer,Water Polo,
13660,M,,,,Summer,Modern Pentathlon,
13661,M,26.0,189.0,83.0,Summer,Rowing,
13662,M,30.0,189.0,83.0,Summer,Rowing,
13663,M,26.0,178.0,68.0,Summer,Basketball,3.0
13664,M,19.0,190.0,73.0,Winter,Speed Skating,
13665,M,19.0,190.0,73.0,Winter,Speed Skating,
13666,M,23.0,190.0,73.0,Winter,Speed Skating,
13667,M,23.0,190.0,73.0,Winter,Speed Skating,
13668,M,23.0,190.0,73.0,Winter,Speed Skating,
13669,M,23.0,178.0,74.0,Summer,Football,
13670,M,33.0,187.0,,Summer,Archery,
13671,F,24.0,177.0,71.0,Summer,Rowing,3.0
13672,M,27.0,,,Summer,Fencing,
13673,M,31.0,,,Summer,Fencing,
13674,M,35.0,,,Summer,Fencing,
13675,M,35.0,,,Summer,Fencing,2.0
13676,F,18.0,174.0,69.0,Summer,Handball,
13677,M,24.0,193.0,92.0,Summer,Swimming,
13678,M,24.0,193.0,92.0,Summer,Swimming,2.0
13679,M,14.0,,,Summer,Art Competitions,
13680,M,14.0,,,Summer,Art Competitions,
13681,M,14.0,,,Summer,Art Competitions,
13682,M,14.0,,,Summer,Art Competitions,
13683,M,58.0,,,Summer,Art Competitions,
13684,M,22.0,190.0,95.0,Summer,Rowing,
13685,M,20.0,192.0,89.0,Summer,Basketball,
13686,M,24.0,192.0,89.0,Summer,Basketball,
13687,M,23.0,180.0,93.0,Summer,Cycling,
13688,M,21.0,,,Summer,Water Polo,
13689,F,16.0,159.0,50.0,Winter,Figure Skating,
13690,M,24.0,192.0,91.0,Summer,Rowing,
13691,M,32.0,,,Winter,Cross Country Skiing,
13692,M,32.0,,,Winter,Cross Country Skiing,
13693,M,36.0,,,Winter,Cross Country Skiing,
13694,M,29.0,168.0,68.0,Summer,Shooting,
13695,M,24.0,182.0,115.0,Summer,Judo,
13696,F,28.0,165.0,60.0,Summer,Athletics,
13697,F,28.0,165.0,60.0,Summer,Athletics,
13698,M,28.0,,,Summer,Football,3.0
13699,M,32.0,,,Summer,Art Competitions,
13700,M,22.0,168.0,99.0,Summer,Wrestling,2.0
13701,M,26.0,168.0,99.0,Summer,Wrestling,
13702,M,,,,Summer,Fencing,
13703,M,49.0,,,Summer,Fencing,3.0
13704,M,26.0,189.0,80.0,Summer,Athletics,
13705,M,21.0,183.0,77.0,Summer,Boxing,
13706,M,25.0,183.0,77.0,Summer,Boxing,
13707,M,30.0,175.0,66.0,Summer,Hockey,
13708,M,23.0,190.0,90.0,Summer,Football,
13709,M,,175.0,74.0,Summer,Wrestling,
13710,M,,,,Summer,Art Competitions,
13711,M,,,,Summer,Art Competitions,
13712,M,,,,Summer,Art Competitions,
13713,M,,,,Summer,Art Competitions,
13714,M,,,,Summer,Art Competitions,
13715,M,27.0,175.0,65.0,Summer,Archery,
13716,M,27.0,175.0,65.0,Summer,Archery,
13717,M,27.0,,,Winter,Speed Skating,
13718,M,23.0,192.0,81.0,Summer,Boxing,1.0
13719,M,18.0,180.0,75.0,Summer,Athletics,
13720,M,18.0,180.0,75.0,Summer,Athletics,
13721,M,22.0,180.0,75.0,Summer,Athletics,
13722,M,22.0,180.0,75.0,Summer,Athletics,
13723,M,22.0,180.0,75.0,Summer,Athletics,1.0
13724,F,26.0,182.0,81.0,Winter,Bobsleigh,
13725,M,24.0,172.0,75.0,Summer,Badminton,
13726,M,24.0,172.0,75.0,Summer,Badminton,
13727,F,21.0,169.0,64.0,Winter,Alpine Skiing,
13728,F,21.0,169.0,64.0,Winter,Alpine Skiing,
13729,M,29.0,193.0,73.0,Summer,Cycling,
13730,F,22.0,171.0,63.0,Summer,Athletics,
13731,M,27.0,200.0,,Summer,Football,
13732,F,28.0,174.0,64.0,Summer,Tennis,
13733,M,21.0,168.0,67.0,Summer,Football,
13734,M,30.0,170.0,59.0,Summer,Athletics,
13735,M,27.0,185.0,90.0,Summer,Wrestling,
13736,M,26.0,,,Summer,Rowing,
13737,M,26.0,,,Summer,Rowing,
13738,M,23.0,,,Winter,Ski Jumping,
13739,M,,,,Summer,Rowing,
13740,F,18.0,139.0,36.0,Summer,Gymnastics,
13741,F,18.0,139.0,36.0,Summer,Gymnastics,3.0
13742,F,18.0,139.0,36.0,Summer,Gymnastics,
13743,F,18.0,139.0,36.0,Summer,Gymnastics,
13744,F,18.0,139.0,36.0,Summer,Gymnastics,
13745,F,18.0,139.0,36.0,Summer,Gymnastics,
13746,M,23.0,171.0,60.0,Summer,Cycling,
13747,M,24.0,177.0,90.0,Summer,Wrestling,3.0
13748,M,24.0,183.0,95.0,Summer,Wrestling,3.0
13749,M,28.0,186.0,120.0,Summer,Wrestling,
13750,M,26.0,184.0,89.0,Winter,Luge,
13751,M,21.0,167.0,60.0,Summer,Boxing,
13752,M,36.0,176.0,72.0,Summer,Fencing,
13753,M,36.0,176.0,72.0,Summer,Fencing,
13754,M,36.0,176.0,72.0,Summer,Fencing,
13755,F,18.0,169.0,49.0,Summer,Rhythmic Gymnastics,
13756,F,14.0,157.0,48.0,Summer,Athletics,
13757,M,28.0,175.0,107.0,Summer,Weightlifting,
13758,M,,,,Summer,Wrestling,
13759,M,,,,Summer,Wrestling,
13760,M,22.0,173.0,66.0,Summer,Equestrianism,
13761,M,22.0,173.0,66.0,Summer,Equestrianism,
13762,M,18.0,183.0,70.0,Summer,Cycling,1.0
13763,M,24.0,,,Summer,Football,1.0
13764,M,21.0,196.0,90.0,Summer,Rowing,
13765,M,21.0,196.0,90.0,Summer,Rowing,
13766,F,23.0,,,Winter,Cross Country Skiing,
13767,F,23.0,,,Winter,Cross Country Skiing,
13768,F,23.0,,,Winter,Cross Country Skiing,
13769,F,23.0,,,Winter,Cross Country Skiing,
13770,M,26.0,,,Summer,Hockey,
13771,F,27.0,177.0,66.0,Summer,Volleyball,
13772,F,,,,Summer,Athletics,
13773,F,20.0,,,Winter,Alpine Skiing,
13774,F,20.0,,,Winter,Alpine Skiing,
13775,F,20.0,178.0,66.0,Winter,Cross Country Skiing,
13776,F,20.0,178.0,66.0,Winter,Cross Country Skiing,
13777,F,20.0,178.0,66.0,Winter,Cross Country Skiing,
13778,F,28.0,178.0,66.0,Winter,Cross Country Skiing,
13779,F,28.0,178.0,66.0,Winter,Cross Country Skiing,
13780,F,28.0,178.0,66.0,Winter,Cross Country Skiing,
13781,M,24.0,167.0,65.0,Winter,Alpine Skiing,
13782,M,24.0,167.0,65.0,Winter,Alpine Skiing,
13783,M,24.0,167.0,65.0,Winter,Alpine Skiing,
13784,M,28.0,167.0,65.0,Winter,Alpine Skiing,
13785,M,28.0,167.0,65.0,Winter,Alpine Skiing,
13786,M,28.0,167.0,65.0,Winter,Alpine Skiing,
13787,M,32.0,167.0,65.0,Winter,Alpine Skiing,
13788,M,32.0,167.0,65.0,Winter,Alpine Skiing,
13789,M,32.0,167.0,65.0,Winter,Alpine Skiing,
13790,M,,,,Summer,Football,
13791,M,,173.0,64.0,Summer,Weightlifting,
13792,M,21.0,170.0,65.0,Summer,Athletics,
13793,M,25.0,170.0,65.0,Summer,Athletics,
13794,M,28.0,171.0,72.0,Summer,Fencing,
13795,M,28.0,171.0,72.0,Summer,Fencing,
13796,F,29.0,169.0,75.0,Summer,Boxing,
13797,M,26.0,182.0,69.0,Summer,Fencing,
13798,M,26.0,182.0,69.0,Summer,Fencing,
13799,M,30.0,182.0,69.0,Summer,Fencing,
13800,M,29.0,,,Summer,Rowing,
13801,F,15.0,,,Summer,Swimming,
13802,M,17.0,167.0,79.0,Summer,Swimming,
13803,M,24.0,,,Summer,Handball,3.0
13804,M,30.0,193.0,74.0,Summer,Athletics,
13805,M,27.0,183.0,75.0,Summer,Boxing,
13806,M,27.0,,,Summer,Boxing,2.0
13807,M,26.0,184.0,82.0,Summer,Sailing,
13808,M,30.0,184.0,82.0,Summer,Sailing,3.0
13809,M,34.0,184.0,82.0,Summer,Sailing,3.0
13810,M,32.0,,,Summer,Art Competitions,
13811,M,20.0,175.0,73.0,Summer,Football,3.0
13812,M,22.0,180.0,76.0,Summer,Football,
13813,M,27.0,,,Summer,Cycling,
13814,M,27.0,,,Summer,Cycling,
13815,F,24.0,162.0,69.0,Summer,Archery,
13816,F,24.0,162.0,69.0,Summer,Archery,
13817,F,28.0,162.0,69.0,Summer,Archery,
13818,F,28.0,162.0,69.0,Summer,Archery,
13819,M,34.0,,,Summer,Shooting,
13820,M,34.0,,,Summer,Shooting,
13821,M,34.0,,,Summer,Shooting,
13822,M,38.0,,,Summer,Shooting,
13823,M,20.0,173.0,65.0,Summer,Football,
13824,M,23.0,173.0,65.0,Summer,Football,
13825,M,25.0,179.0,80.0,Summer,Archery,
13826,M,25.0,179.0,80.0,Summer,Archery,
13827,M,,,,Summer,Football,
13828,F,21.0,159.0,52.0,Summer,Gymnastics,
13829,F,21.0,159.0,52.0,Summer,Gymnastics,
13830,F,21.0,159.0,52.0,Summer,Gymnastics,
13831,F,21.0,159.0,52.0,Summer,Gymnastics,
13832,F,21.0,159.0,52.0,Summer,Gymnastics,
13833,F,21.0,159.0,52.0,Summer,Gymnastics,
13834,F,17.0,172.0,76.0,Summer,Canoeing,
13835,F,29.0,172.0,76.0,Summer,Canoeing,
13836,F,29.0,172.0,76.0,Summer,Canoeing,1.0
13837,M,,,,Summer,Athletics,
13838,M,31.0,190.0,93.0,Summer,Handball,
13839,M,29.0,159.0,52.0,Summer,Wrestling,1.0
13840,M,21.0,170.0,66.0,Summer,Judo,
13841,F,22.0,161.0,48.0,Summer,Shooting,
13842,F,26.0,161.0,48.0,Summer,Shooting,
13843,F,26.0,161.0,48.0,Summer,Shooting,
13844,M,18.0,156.0,56.0,Summer,Weightlifting,
13845,M,26.0,192.0,81.0,Summer,Volleyball,
13846,F,25.0,170.0,63.0,Summer,Hockey,
13847,M,18.0,169.0,62.0,Summer,Swimming,
13848,M,18.0,169.0,62.0,Summer,Swimming,
13849,M,16.0,,,Summer,Swimming,
13850,M,16.0,,,Summer,Swimming,
13851,F,21.0,172.0,59.0,Summer,Athletics,
13852,M,21.0,200.0,85.0,Summer,Volleyball,
13853,M,25.0,200.0,85.0,Summer,Volleyball,
13854,F,19.0,,,Summer,Badminton,2.0
13855,F,23.0,,,Summer,Badminton,3.0
13856,M,,,,Summer,Basketball,
13857,M,23.0,178.0,66.0,Summer,Basketball,
13858,F,16.0,178.0,57.0,Summer,Athletics,
13859,M,,,,Summer,Athletics,
13860,M,,,,Summer,Athletics,
13861,M,24.0,169.0,63.0,Summer,Gymnastics,
13862,M,24.0,169.0,63.0,Summer,Gymnastics,
13863,M,24.0,169.0,63.0,Summer,Gymnastics,
13864,M,24.0,169.0,63.0,Summer,Gymnastics,
13865,M,24.0,169.0,63.0,Summer,Gymnastics,
13866,M,24.0,169.0,63.0,Summer,Gymnastics,
13867,M,24.0,169.0,63.0,Summer,Gymnastics,
13868,M,24.0,169.0,63.0,Summer,Gymnastics,
13869,M,28.0,,,Summer,Swimming,
13870,F,22.0,176.0,63.0,Summer,Judo,
13871,M,,176.0,64.0,Summer,Football,
13872,M,30.0,,,Winter,Figure Skating,
13873,M,24.0,182.0,70.0,Summer,Cycling,
13874,M,24.0,180.0,72.0,Summer,Athletics,
13875,F,16.0,142.0,52.0,Summer,Athletics,
13876,M,21.0,170.0,57.0,Summer,Boxing,
13877,F,25.0,160.0,53.0,Summer,Table Tennis,
13878,F,25.0,160.0,53.0,Summer,Table Tennis,
13879,F,29.0,160.0,53.0,Summer,Table Tennis,
13880,F,29.0,160.0,53.0,Summer,Table Tennis,
13881,M,25.0,172.0,64.0,Summer,Athletics,
13882,M,29.0,172.0,64.0,Summer,Athletics,
13883,M,29.0,172.0,64.0,Summer,Athletics,
13884,M,21.0,190.0,86.0,Summer,Basketball,
13885,M,29.0,190.0,86.0,Summer,Basketball,
13886,F,24.0,172.0,63.0,Summer,Volleyball,
13887,F,28.0,172.0,63.0,Summer,Volleyball,
13888,F,32.0,172.0,63.0,Summer,Volleyball,
13889,M,27.0,179.0,69.0,Summer,Canoeing,
13890,M,19.0,173.0,68.0,Summer,Cycling,
13891,F,28.0,173.0,77.0,Summer,Athletics,
13892,M,26.0,167.0,57.0,Summer,Wrestling,
13893,M,25.0,160.0,48.0,Summer,Boxing,
13894,M,29.0,204.0,104.0,Summer,Basketball,
13895,M,18.0,201.0,95.0,Summer,Rowing,
13896,M,22.0,201.0,95.0,Summer,Rowing,
13897,M,17.0,,,Summer,Athletics,
13898,M,19.0,,,Summer,Athletics,
13899,M,23.0,,,Summer,Athletics,
13900,M,23.0,189.0,85.0,Summer,Football,
13901,M,24.0,178.0,100.0,Summer,Wrestling,
13902,M,21.0,201.0,80.0,Summer,Athletics,
13903,M,25.0,201.0,80.0,Summer,Athletics,
13904,M,29.0,201.0,80.0,Summer,Athletics,
13905,M,24.0,176.0,70.0,Summer,Football,
13906,M,21.0,187.0,83.0,Summer,Rowing,
13907,M,25.0,187.0,83.0,Summer,Rowing,
13908,M,27.0,184.0,100.0,Summer,Sailing,
13909,M,31.0,184.0,100.0,Summer,Sailing,1.0
13910,M,35.0,184.0,100.0,Summer,Sailing,3.0
13911,M,43.0,184.0,100.0,Summer,Sailing,3.0
13912,M,21.0,175.0,85.0,Winter,Alpine Skiing,
13913,M,21.0,175.0,85.0,Winter,Alpine Skiing,
13914,M,21.0,175.0,85.0,Winter,Alpine Skiing,
13915,M,21.0,175.0,85.0,Winter,Alpine Skiing,
13916,M,25.0,175.0,85.0,Winter,Alpine Skiing,
13917,M,25.0,175.0,85.0,Winter,Alpine Skiing,
13918,M,25.0,175.0,85.0,Winter,Alpine Skiing,
13919,M,25.0,175.0,85.0,Winter,Alpine Skiing,
13920,M,29.0,175.0,85.0,Winter,Alpine Skiing,
13921,M,29.0,175.0,85.0,Winter,Alpine Skiing,
13922,M,29.0,175.0,85.0,Winter,Alpine Skiing,
13923,M,29.0,175.0,85.0,Winter,Alpine Skiing,
13924,M,33.0,175.0,85.0,Winter,Alpine Skiing,
13925,M,33.0,175.0,85.0,Winter,Alpine Skiing,
13926,M,33.0,175.0,85.0,Winter,Alpine Skiing,
13927,M,33.0,175.0,85.0,Winter,Alpine Skiing,
13928,F,30.0,162.0,57.0,Summer,Cycling,
13929,M,38.0,,,Winter,Biathlon,
13930,F,18.0,163.0,60.0,Winter,Snowboarding,
13931,F,24.0,167.0,65.0,Summer,Badminton,
13932,M,28.0,,,Summer,Boxing,
13933,M,28.0,,,Summer,Table Tennis,
13934,M,28.0,,,Summer,Table Tennis,
13935,M,32.0,,,Summer,Table Tennis,
13936,M,32.0,,,Summer,Table Tennis,
13937,M,20.0,186.0,85.0,Summer,Canoeing,
13938,M,34.0,,,Summer,Sailing,
13939,M,38.0,,,Summer,Sailing,
13940,M,24.0,188.0,87.0,Summer,Rowing,
13941,M,28.0,188.0,87.0,Summer,Rowing,
13942,M,19.0,175.0,75.0,Summer,Diving,
13943,M,19.0,175.0,75.0,Summer,Diving,
13944,M,23.0,183.0,57.0,Summer,Boxing,
13945,F,24.0,167.0,69.0,Summer,Shooting,
13946,F,28.0,160.0,59.0,Summer,Hockey,
13947,M,28.0,190.0,77.0,Summer,Athletics,
13948,M,32.0,190.0,77.0,Summer,Athletics,
13949,M,25.0,183.0,70.0,Summer,Basketball,
13950,M,22.0,,,Winter,Ice Hockey,
13951,M,28.0,184.0,84.0,Summer,Volleyball,
13952,M,21.0,178.0,69.0,Summer,Cycling,
13953,M,21.0,178.0,69.0,Summer,Cycling,
13954,M,17.0,,,Summer,Swimming,
13955,M,52.0,,,Summer,Art Competitions,
13956,M,52.0,,,Summer,Art Competitions,
13957,M,24.0,180.0,69.0,Summer,Gymnastics,
13958,M,24.0,180.0,69.0,Summer,Gymnastics,
13959,M,24.0,180.0,69.0,Summer,Gymnastics,
13960,M,24.0,180.0,69.0,Summer,Gymnastics,
13961,M,24.0,180.0,69.0,Summer,Gymnastics,
13962,M,24.0,180.0,69.0,Summer,Gymnastics,
13963,M,24.0,180.0,69.0,Summer,Gymnastics,
13964,M,24.0,180.0,69.0,Summer,Gymnastics,
13965,M,28.0,180.0,69.0,Summer,Gymnastics,
13966,M,28.0,180.0,69.0,Summer,Gymnastics,
13967,M,28.0,180.0,69.0,Summer,Gymnastics,
13968,M,28.0,180.0,69.0,Summer,Gymnastics,
13969,M,28.0,180.0,69.0,Summer,Gymnastics,
13970,M,28.0,180.0,69.0,Summer,Gymnastics,
13971,M,28.0,180.0,69.0,Summer,Gymnastics,
13972,M,28.0,180.0,69.0,Summer,Gymnastics,
13973,M,,,,Summer,Athletics,
13974,M,,,,Summer,Athletics,
13975,M,18.0,170.0,65.0,Winter,Freestyle Skiing,
13976,M,20.0,170.0,65.0,Winter,Freestyle Skiing,
13977,M,24.0,170.0,65.0,Winter,Freestyle Skiing,
13978,M,28.0,170.0,65.0,Winter,Freestyle Skiing,
13979,M,23.0,,,Winter,Ice Hockey,1.0
13980,M,27.0,,,Winter,Ice Hockey,
13981,M,24.0,178.0,73.0,Summer,Rowing,
13982,M,25.0,,,Summer,Cycling,2.0
13983,M,29.0,,,Summer,Cycling,
13984,M,23.0,190.0,100.0,Summer,Athletics,
13985,M,27.0,190.0,100.0,Summer,Athletics,
13986,M,26.0,191.0,93.0,Summer,Athletics,
13987,M,23.0,187.0,70.0,Summer,Athletics,
13988,F,19.0,167.0,56.0,Summer,Swimming,
13989,F,19.0,167.0,56.0,Summer,Swimming,
13990,M,22.0,196.0,102.0,Summer,Handball,
13991,M,26.0,196.0,102.0,Summer,Handball,
13992,F,19.0,167.0,45.0,Summer,Archery,
13993,F,23.0,167.0,45.0,Summer,Archery,
13994,M,30.0,170.0,65.0,Summer,Athletics,
13995,M,22.0,181.0,80.0,Summer,Rowing,
13996,M,22.0,182.0,83.0,Summer,Fencing,
13997,M,22.0,182.0,83.0,Summer,Fencing,
13998,M,26.0,182.0,83.0,Summer,Fencing,
13999,M,26.0,182.0,83.0,Summer,Fencing,
14000,M,30.0,182.0,83.0,Summer,Fencing,
14001,M,30.0,182.0,83.0,Summer,Fencing,
14002,M,34.0,182.0,83.0,Summer,Fencing,
14003,M,34.0,182.0,83.0,Summer,Fencing,
14004,M,23.0,182.0,75.0,Summer,Fencing,
14005,M,23.0,182.0,75.0,Summer,Fencing,
14006,M,27.0,182.0,75.0,Summer,Fencing,
14007,M,27.0,182.0,75.0,Summer,Fencing,
14008,M,31.0,182.0,75.0,Summer,Fencing,
14009,M,31.0,182.0,75.0,Summer,Fencing,
14010,M,35.0,182.0,75.0,Summer,Fencing,
14011,M,35.0,182.0,75.0,Summer,Fencing,
14012,M,21.0,175.0,83.0,Summer,Canoeing,
14013,F,25.0,178.0,64.0,Summer,Athletics,
14014,M,25.0,,,Summer,Rowing,
14015,M,29.0,,,Summer,Rowing,
14016,F,20.0,178.0,61.0,Summer,Swimming,
14017,F,20.0,178.0,61.0,Summer,Swimming,
14018,F,24.0,178.0,61.0,Summer,Swimming,
14019,F,24.0,178.0,61.0,Summer,Swimming,
14020,M,21.0,169.0,60.0,Summer,Gymnastics,
14021,M,21.0,169.0,60.0,Summer,Gymnastics,
14022,M,21.0,169.0,60.0,Summer,Gymnastics,
14023,M,21.0,169.0,60.0,Summer,Gymnastics,
14024,M,21.0,169.0,60.0,Summer,Gymnastics,
14025,M,21.0,169.0,60.0,Summer,Gymnastics,
14026,M,21.0,169.0,60.0,Summer,Gymnastics,
14027,M,21.0,169.0,60.0,Summer,Gymnastics,
14028,M,24.0,180.0,72.0,Summer,Athletics,
14029,F,28.0,170.0,66.0,Summer,Beach Volleyball,
14030,F,23.0,,,Summer,Diving,
14031,F,28.0,171.0,65.0,Summer,Athletics,
14032,M,21.0,174.0,69.0,Summer,Boxing,2.0
14033,M,19.0,174.0,63.0,Summer,Athletics,
14034,M,19.0,174.0,63.0,Summer,Athletics,
14035,M,35.0,180.0,71.0,Summer,Triathlon,
14036,F,22.0,165.0,60.0,Summer,Rowing,
14037,M,20.0,203.0,93.0,Summer,Basketball,2.0
14038,M,21.0,198.0,106.0,Summer,Athletics,
14039,M,30.0,,,Summer,Gymnastics,
14040,M,30.0,,,Summer,Gymnastics,
14041,M,30.0,,,Summer,Gymnastics,
14042,M,30.0,,,Summer,Gymnastics,
14043,M,30.0,,,Summer,Gymnastics,
14044,M,30.0,,,Summer,Gymnastics,
14045,M,30.0,,,Summer,Gymnastics,
14046,M,30.0,,,Summer,Gymnastics,
14047,M,35.0,,,Summer,Gymnastics,
14048,M,35.0,,,Summer,Gymnastics,
14049,M,35.0,,,Summer,Gymnastics,
14050,M,35.0,,,Summer,Gymnastics,3.0
14051,M,35.0,,,Summer,Gymnastics,
14052,M,35.0,,,Summer,Gymnastics,
14053,M,35.0,,,Summer,Gymnastics,
14054,M,35.0,,,Summer,Gymnastics,
14055,F,17.0,158.0,52.0,Summer,Gymnastics,
14056,F,17.0,158.0,52.0,Summer,Gymnastics,
14057,F,17.0,158.0,52.0,Summer,Gymnastics,
14058,F,17.0,158.0,52.0,Summer,Gymnastics,
14059,F,17.0,158.0,52.0,Summer,Gymnastics,
14060,F,17.0,158.0,52.0,Summer,Gymnastics,
14061,F,27.0,178.0,70.0,Summer,Volleyball,1.0
14062,M,22.0,190.0,81.0,Summer,Rowing,
14063,M,25.0,173.0,65.0,Summer,Gymnastics,
14064,M,25.0,173.0,65.0,Summer,Gymnastics,
14065,M,25.0,173.0,65.0,Summer,Gymnastics,
14066,M,25.0,173.0,65.0,Summer,Gymnastics,
14067,M,25.0,173.0,65.0,Summer,Gymnastics,
14068,M,25.0,173.0,65.0,Summer,Gymnastics,
14069,M,25.0,173.0,65.0,Summer,Gymnastics,
14070,M,26.0,180.0,70.0,Summer,Athletics,
14071,M,26.0,,,Winter,Cross Country Skiing,
14072,M,26.0,,,Winter,Cross Country Skiing,
14073,M,21.0,190.0,80.0,Summer,Badminton,
14074,M,25.0,190.0,80.0,Summer,Badminton,
14075,M,27.0,177.0,55.0,Summer,Football,
14076,F,24.0,172.0,67.0,Summer,Fencing,
14077,F,24.0,172.0,67.0,Summer,Fencing,2.0
14078,F,22.0,173.0,55.0,Summer,Rhythmic Gymnastics,
14079,F,14.0,158.0,,Winter,Figure Skating,
14080,F,18.0,158.0,,Winter,Figure Skating,
14081,M,27.0,174.0,68.0,Summer,Football,
14082,M,25.0,172.0,56.0,Summer,Boxing,
14083,M,28.0,,,Summer,Athletics,
14084,F,24.0,170.0,61.0,Summer,Athletics,
14085,F,17.0,167.0,54.0,Summer,Athletics,
14086,F,21.0,167.0,54.0,Summer,Athletics,
14087,F,21.0,167.0,54.0,Summer,Athletics,
14088,F,25.0,167.0,54.0,Summer,Athletics,
14089,F,25.0,167.0,54.0,Summer,Athletics,
14090,F,29.0,167.0,54.0,Summer,Athletics,
14091,F,29.0,167.0,54.0,Summer,Athletics,
14092,M,22.0,184.0,79.0,Summer,Athletics,2.0
14093,F,18.0,170.0,65.0,Summer,Athletics,
14094,M,28.0,182.0,84.0,Winter,Bobsleigh,
14095,M,30.0,182.0,84.0,Winter,Bobsleigh,
14096,M,17.0,184.0,80.0,Summer,Swimming,
14097,F,16.0,172.0,62.0,Summer,Swimming,
14098,F,20.0,172.0,62.0,Summer,Swimming,
14099,F,25.0,181.0,68.0,Summer,Beach Volleyball,
14100,F,29.0,181.0,68.0,Summer,Beach Volleyball,
14101,M,21.0,,,Summer,Cycling,
14102,F,22.0,185.0,75.0,Summer,Rowing,2.0
14103,F,26.0,185.0,75.0,Summer,Rowing,3.0
14104,M,22.0,167.0,72.0,Summer,Football,
14105,M,20.0,170.0,69.0,Summer,Football,
14106,M,36.0,186.0,83.0,Summer,Table Tennis,
14107,M,26.0,182.0,68.0,Summer,Fencing,
14108,M,26.0,182.0,68.0,Summer,Fencing,
14109,F,24.0,160.0,57.0,Summer,Judo,
14110,M,23.0,192.0,85.0,Summer,Swimming,
14111,M,19.0,182.0,90.0,Summer,Weightlifting,
14112,M,24.0,182.0,90.0,Summer,Weightlifting,
14113,M,28.0,182.0,90.0,Summer,Weightlifting,
14114,F,16.0,176.0,60.0,Summer,Tennis,
14115,F,16.0,176.0,60.0,Summer,Tennis,
14116,F,20.0,176.0,60.0,Summer,Tennis,
14117,F,20.0,176.0,60.0,Summer,Tennis,
14118,M,22.0,179.0,65.0,Summer,Athletics,
14119,M,22.0,179.0,65.0,Summer,Athletics,
14120,M,26.0,179.0,65.0,Summer,Athletics,
14121,M,26.0,179.0,65.0,Summer,Athletics,
14122,F,22.0,181.0,74.0,Summer,Rowing,1.0
14123,F,26.0,181.0,74.0,Summer,Rowing,
14124,M,22.0,,,Summer,Hockey,
14125,F,25.0,,,Summer,Sailing,
14126,M,52.0,,,Summer,Art Competitions,
14127,M,24.0,173.0,77.0,Summer,Weightlifting,
14128,M,26.0,188.0,95.0,Summer,Water Polo,
14129,M,30.0,188.0,95.0,Summer,Water Polo,
14130,M,34.0,188.0,95.0,Summer,Water Polo,
14131,M,38.0,188.0,95.0,Summer,Water Polo,3.0
14132,M,21.0,217.0,110.0,Summer,Basketball,
14133,M,27.0,,,Summer,Athletics,
14134,M,21.0,176.0,77.0,Summer,Water Polo,
14135,M,25.0,176.0,77.0,Summer,Water Polo,2.0
14136,M,26.0,194.0,92.0,Summer,Beach Volleyball,
14137,M,30.0,194.0,92.0,Summer,Beach Volleyball,
14138,M,34.0,194.0,92.0,Summer,Beach Volleyball,
14139,M,23.0,195.0,95.0,Summer,Handball,3.0
14140,F,23.0,180.0,66.0,Summer,Swimming,
14141,M,30.0,165.0,67.0,Winter,Cross Country Skiing,
14142,M,30.0,165.0,67.0,Winter,Cross Country Skiing,
14143,M,23.0,182.0,74.0,Summer,Fencing,
14144,M,23.0,182.0,74.0,Summer,Fencing,
14145,M,31.0,182.0,74.0,Summer,Fencing,
14146,M,26.0,188.0,87.0,Summer,Rowing,2.0
14147,M,34.0,188.0,87.0,Summer,Rowing,1.0
14148,M,19.0,168.0,54.0,Summer,Athletics,
14149,M,22.0,,,Summer,Sailing,
14150,M,22.0,162.0,60.0,Summer,Judo,
14151,F,15.0,171.0,65.0,Winter,Alpine Skiing,
14152,F,19.0,171.0,65.0,Winter,Alpine Skiing,
14153,F,19.0,171.0,65.0,Winter,Alpine Skiing,
14154,F,19.0,171.0,65.0,Winter,Alpine Skiing,
14155,F,19.0,171.0,65.0,Winter,Alpine Skiing,
14156,F,19.0,171.0,65.0,Winter,Alpine Skiing,
14157,F,23.0,171.0,65.0,Winter,Alpine Skiing,
14158,F,23.0,171.0,65.0,Winter,Alpine Skiing,
14159,F,23.0,171.0,65.0,Winter,Alpine Skiing,
14160,F,23.0,171.0,65.0,Winter,Alpine Skiing,
14161,M,18.0,170.0,66.0,Summer,Swimming,
14162,M,18.0,170.0,66.0,Summer,Swimming,
14163,M,18.0,170.0,66.0,Summer,Swimming,
14164,M,18.0,170.0,66.0,Summer,Swimming,
14165,M,18.0,173.0,65.0,Summer,Swimming,
14166,M,25.0,188.0,80.0,Summer,Volleyball,
14167,M,24.0,158.0,51.0,Summer,Rowing,
14168,M,21.0,170.0,64.0,Summer,Gymnastics,
14169,M,21.0,170.0,64.0,Summer,Gymnastics,
14170,M,21.0,170.0,64.0,Summer,Gymnastics,
14171,M,21.0,170.0,64.0,Summer,Gymnastics,
14172,M,21.0,170.0,64.0,Summer,Gymnastics,
14173,M,21.0,170.0,64.0,Summer,Gymnastics,
14174,M,21.0,170.0,64.0,Summer,Gymnastics,
14175,M,21.0,170.0,64.0,Summer,Gymnastics,
